Ranking,Title,Genre,Publisher,Year,Directors,Plot,Rating,Votes,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platforms
"3324","Super Mario 3D World","Platform","Nintendo","2013","Koichi Hayashida","Mario, Princess Peach, Luigi and Toad must save the Sprixie Princesses after Bowser has captured them in their kingdom.",8.5,2301,2.11,1.11,0.72,0.3,4.25,"WiiU"
"3325","Super Mario 64","Platform","Nintendo","1996","Shigeru Miyamoto","When the evil Bowser steals 120 power stars and traps Princess Peach within the walls of her own castle, it's up to Mario to save her once again.",9.1,6167,11.99,5.96,3.16,1.21,22.31,"DS|N64"
"3326","Super Mario Advance","Platform","Nintendo","2001","Missing","Remake of Super Mario Bros. 2 (1988). Mario and his friends are in the strange world of Subcon, which they must free of the evil oppressor Wart.",7.7,257,3.14,1.24,0.91,0.2,5.49,"GBA"
"3327","Super Mario All-Stars","Platform","Nintendo","1993","Missing","A compilation of Super Mario Bros. and its two sequels, along with the Japanese version of Super Mario Bros. 2 (The Lost Levels) , completely remade with new graphics for the Super NES.",9,1092,5.99,2.15,2.12,0.29,10.55,"SNES"
"3328","Super Mario Bros.","Platform","Nintendo","1985","Shigeru Miyamoto","A plumber named Mario and his brother Luigi travel through the Mushroom Kingdom to save the princess from the evil Bowser.",8.9,6231,32.48,4.88,6.96,0.99,45.31,"GB|NES"
"3329","Super Mario Bros.","Platform","Nintendo","1986","Missing","A Game and Watch version of Super Mario Bros.",7.7,55,32.48,4.88,6.96,0.99,45.31,"GB|NES"
"3330","Super Mario Bros. 2","Platform","Nintendo","1988","Kensuke Tanabe","Mario, Luigi, Princess Toadstool and Toad enter a mysterious door to save the people of Sub-Con from the evil frog Wart and his minions.",7.6,3088,5.39,1.18,0.7,0.19,7.46,"NES"
"3331","Super Mario Bros. 3","Platform","Nintendo","1988","Shigeru Miyamoto, Takashi Tezuka","King Koopa has kidnapped Princess Toadstool, taken over all seven kingdoms in the Mushroom World, and put his seven kids in charge of all of them. It's the Mario Brothers to the rescue.",9.2,5230,12.47,4.69,4.67,0.66,22.48,"GBA|NES"
"3332","Super Mario Bros.: The Lost Levels","Platform","Nintendo","1986","Shigeru Miyamoto, Takashi Tezuka","A Japan-only sequel to Super Mario Bros. (1985) where Mario and Luigi must once again save Princess Toadstool and the Mushroom Kingdom from Bowser's clutches.",7.4,1371,0,0,2.65,0,2.65,"NES"
"3333","Super Mario Galaxy","Platform","Nintendo","2007","Yoshiaki Koizumi","When Princess Peach is abducted as part of Bowser's galaxy creation scheme, stalwart plumber Mario must leap to her rescue, with the help of new celestial friends and powers.",9,5348,6.16,3.4,1.2,0.76,11.52,"Wii"
"3334","Super Mario Galaxy 2","Platform","Nintendo","2010","Koichi Hayashida","Mario goes back in the galaxy to save Princess Peach from Bowser.",8.9,2528,3.66,2.42,0.98,0.64,7.69,"Wii"
"3335","Super Mario Kart","Racing","Nintendo","1992","Hideki Konno, Tadashi Sugiyama","Mario, his brother Luigi and his friends Princess Toadstool, Toad, Yoshi, King Bowser, Donkey Kong Jr. and Koopa Troopa are all in a race to challenge each other and see who's the best racer in the Mushroom Kingdom.",8.3,2284,3.54,1.24,3.81,0.18,8.76,"SNES"
"3336","Super Mario Land","Platform","Nintendo","1989","Satoru Okada","When the Mushroom Kingdom is safe, Mario goes to the Kingdoms of Sarasaland to save Princess Daisy from the alien threat of Tatanga.",7.6,1201,10.83,2.71,4.18,0.42,18.14,"GB"
"3337","Super Mario Land 2: 6 Golden Coins","Adventure","Nintendo","1992","Takehiko Hosokawa, Hiroji Kiyotake","Mario's castle home has been stolen by the diabolical Wario, so Mario must find the six golden coins to open the lock and reclaim his house.",8,784,6.16,2.04,2.69,0.29,11.18,"GB"
"3338","Super Mario Maker","Platform","Nintendo","2015","Yosuke Oshino, Yoshikazu Yamashita","Create your very own Mario Brothers levels in this new Mario Paint inspired level creator. You can even play as characters from other video game franchises with the amiibo support.",8.1,886,1.18,0.87,0.93,0.2,3.18,"WiiU"
"3339","Super Mario RPG: Legend of the Seven Stars","Role-Playing","Nintendo","1996","Chihiro Fujioka, Yoshihiko Maekawa","Just as Mario trounces Bowser for the millionth time, a giant, malevolent sword crashes into Bowser's keep, casting Mario, Princess Toadstool and Bowser far and wide, and breaking seven pieces from the wish-granting Star Road.",8.7,1450,0.66,0,1.45,0.03,2.14,"SNES"
"3340","Super Mario Strikers","Sports","Nintendo","2005","Mike Inglehart","Mario and the gang face one another in a soccer challenge.",7.7,326,0.98,0.38,0.2,0.04,1.61,"GC"
"3341","Super Mario Sunshine","Platform","Nintendo","2002","Yoshiaki Koizumi, Kenta Usui","Mario and Peach go on a vacation to Isle Delfino. But their trip soon gets spoiled after an imposter disguised as Mario paints and pollutes the entire island. Mario must clear his name, and clean up the entire island.",8.1,2940,4.01,1.26,0.87,0.17,6.31,"GC"
"3342","Super Mario World","Platform","Nintendo","1990","Takashi Tezuka","While Mario and Luigi are vacationing in Dinosaur Land, Bowser kidnaps the Princess. Mario and his new dino friend Yoshi go on a mission to save her.",9.2,4875,15.99,4.86,4.49,0.75,26.07,"GBA|SNES"
"3343","Super Mario World","Platform","Nintendo","1995","Missing","A bootleg version of Super Mario World released for the Famicom in Taiwan.",7.5,19,15.99,4.86,4.49,0.75,26.07,"GBA|SNES"
"3344","Super Mario World 2: Yoshi's Island","Platform","Nintendo","1995","Shigefumi Hino, Hideki Konno, Toshihiko Nakago, Takashi Tezuka","When the evil magikoopa Kamek knocks Baby Mario from the grasp of his delivery stork and lands him on the remote Yoshi's Island, the plucky green dinosaur sets out on a mission to carry the baby to his parents.",8.5,2013,3.4,1.06,2.38,0.18,7.03,"GBA|SNES"
"3345","Super Metroid","Action","Nintendo","1994","Yoshio Sakamoto","Samus Aran returns to the brooding planet Zebes to recover the last metroid from the Space Pirates.",9.1,2094,0.57,0.12,0.71,0.02,1.42,"SNES"
"3346","Super Monkey Ball","Puzzle","Atari","2001","Toshihiro Nagoshi","Guide a transparent ball containing a monkey across a series of maze-like platforms and reach the goal without falling off or letting the timer reach zero in the GameCube port of the classic Monkey Ball arcade.",7.5,218,0.95,0.37,0.1,0.04,1.46,"GC"
"3347","Super Monkey Ball","Puzzle","Atari","2011","Jun Tokuhara","Missing",6.4,7,0.95,0.37,0.1,0.04,1.46,"GC"
"3348","Super Monkey Ball 2","Puzzle","Atari","2002","Missing","AiAi and his friends take a journey to retrieve the bananas snatched by the evil scientist, Dr. BAD-Boon.",7.8,143,1.11,0.31,0.06,0.04,1.52,"GC"
"3349","Super Monkey Ball Deluxe","Misc","Sega","2005","Missing","PlayStation 2 version compiling all stages from Super Monkey Ball (2001) and Super Monkey Ball 2 (2002), as well as adding various original levels.",7.7,38,0.23,0.12,0,0.04,0.39,"PS2|XB"
"3350","Super Monkey Ball Jr.","Puzzle","Atari","2002","Toshihiro Nagoshi","Sega's sphered simians go portable. Following the surprise success of their original GameCube launch title and the popularity of its 2002 sequel, AiAi, MeeMee, Gon Gon, and Baby roll on to the Game Boy Advance in Super Monkey Ball Jr.",5.3,6,0.51,0.19,0,0.01,0.72,"GBA"
"3351","Super Monkey Ball: Banana Blitz","Misc","Sega","2006","Missing","Captain Nikalsa has stolen 8 golden bananas from the monkeys, and they must find their way through lots of mazes, collect bananas and defeat bosses along the way.",5.8,40,1.07,0.92,0.04,0.24,2.27,"Wii"
"3352","Super Paper Mario","Platform","Nintendo","2007","Ryota Kawade","Mario, Peach, and Bowser, along with the fairy companions called Pixls, quest through various dimensions to collect Pure Hearts and defeat Count Bleck.",7.7,593,1.98,0.88,0.59,0.32,3.76,"Wii"
"3353","Super Princess Peach","Platform","Nintendo","2005","Akio Imai, Azusa Tajima","After Bowser gets hold of something called a magical Vibe Wand, he kidnaps Mario and Luigi and heads back to his castle on Vibe Island with an emotional troop of minions in tow. Intent on ...                See full summary »",6.9,116,0.72,0.06,0.21,0.07,1.07,"DS"
"3354","Super Puzzle Fighter II Turbo","Puzzle","Virgin Interactive","1996","Noritaka Funamizu","Both of Capcom's 2D, fighting-game sequels known as Street Fighter Zero 2 and Vampire Hunter: Darkstalkers' Revenge, compete against each other in a chibi, Pnickles-like, puzzle fighting tournament of gems.",7.2,78,0.08,0.05,0,0.01,0.14,"PS"
"3355","Super R-Type","Shooter","Nintendo","1991","Missing","The first in the series of side-scrolling space-shooters to be released on the SNES console.",6.7,48,0,0,0.23,0,0.23,"SNES"
"3356","Super Scope 6","Shooter","Nintendo","1992","Yoshio Sakamoto","Six games on one game pack to use with the Super NES Super Scope.",5.9,10,1.06,0.38,0.15,0.05,1.65,"SNES"
"3357","Super Scribblenauts","Puzzle","Warner Bros. Interactive Entertainment","2010","Jeremiah Slaczka","Use your imagination to help Maxwell complete his mission, summoning anything you can think of to solve a variety of puzzles.",7.1,15,1.08,0.31,0,0.11,1.5,"DS"
"3358","Super Smash Bros.","Fighting","Nintendo","1999","Masahiro Sakurai","Mario and everybody's favorite Nintendo character battle it out in a no holds barred tournament.",8.5,2294,2.95,0.6,1.97,0.04,5.55,"N64"
"3359","Super Smash Bros. Brawl","Fighting","Nintendo","2008","Masahiro Sakurai","The third Super Smash Bros. title, featuring a number of new additions, including an engrossing story mode and cooperative play, new characters, new stages, and online combat.",8.6,4720,6.75,2.61,2.66,1.02,13.04,"Wii"
"3360","Super Smash Bros. Melee","Fighting","Nintendo","2001","Masahiro Sakurai","Smash Bros. installment for the GameCube with fast-paced, highly competitive and technical gameplay of realtime chess and hype using various Nintendo characters, with simple controls yet deep mechanics.",9,3190,4.41,1.04,1.39,0.22,7.07,"GC"
"3361","Super Soccer","Sports","Nintendo","1991","Missing","Localisation of the Japanese game that was a launch title at the time of the SNES consoles EU/PAL release. The game involves approximations of international football teams, taking part in friendly games or a knockout tournament.",6.4,29,0,0,0.38,0,0.38,"SNES"
"3362","Super Street Fighter II: Turbo Revival","Fighting","Ubisoft","2001","Missing","Once again the best street fighters of the world reunite for the World Warrior Championship organized by M. Bison.",6.7,78,0.18,0.07,0,0,0.25,"GBA"
"3363","Superbike 2000","Racing","Electronic Arts","2000","Antonio Farina","Missing",6.6,19,0.15,0.1,0,0.02,0.27,"PS"
"3364","Superman Returns","Action","Electronic Arts","2006","Missing","The Man of Steel returns from the extinct planet Kyrpton to his home Metropolis only to find himself protecting it once more from foes such as Metallo, Mongul and Bizarro.",5.4,1100,0.3,0.02,0,0.03,0.35,"DS|X360"
"3365","Superman: Shadow of Apokolips","Action","Atari","2002","Alan Coltman","A new gang of Robots from Apokolips has come to bring new weapons in hopes of defeating Superman and taking over Earth. Superman must stop them, as well as stopping Parasite and Metallo who have been set free by these Apokoliptic machines.",7,117,0.27,0.18,0,0.05,0.5,"PS2|GC"
"3366","Superman: The Man of Steel","Action","Atari","2002","Missing","The son of Krypton,Kal-el,mostly know as Superman,must save Metropolis from an invasion.",6.5,64,0.1,0.03,0,0,0.13,"XB"
"3367","Superstars V8 Racing","Racing","Black Bean Games","2009","Missing","Missing",4,7,0,0.03,0,0.01,0.05,"PS3|X360"
"3368","Supremacy MMA","Fighting","505 Games","2011","Adam Martin, Eben Matthews","Missing",5.1,12,0.13,0.12,0,0.05,0.3,"PSV|PS3|X360"
"3369","Supreme Commander","Strategy","505 Games","2007","Keith Arem, Chris Taylor","The humans are under attack from an alien race. Take command of fast depleting army and wriggle you way through an extremely strategic campaign to restore balance to the universe.",7.9,223,0.07,0.01,0,0.01,0.09,"X360"
"3370","Supreme Commander","Strategy","THQ","2007","Keith Arem, Chris Taylor","The humans are under attack from an alien race. Take command of fast depleting army and wriggle you way through an extremely strategic campaign to restore balance to the universe.",7.9,223,0,0.04,0,0.01,0.05,"PC"
"3371","Supreme Commander 2","Strategy","Square Enix","2010","Chris Taylor","Missing",7.1,71,0.23,0.25,0,0.07,0.54,"X360|PC"
"3372","Supreme Commander: Forged Alliance","Strategy","THQ","2007","Chris Taylor","Missing",8.5,86,0.01,0.02,0,0.01,0.04,"PC"
"3373","Surf's Up","Sports","Ubisoft","2007","Missing","Surf's Up is an exciting arcade surfing and extreme sports action game based on the movie of the same name.",6.3,361,0.7,0.17,0,0.11,1,"PSP|GC|PS2|DS|PS3|X360|Wii"
"3374","Sword Art Online: Infinity Moment","Role-Playing","Namco Bandai Games","2013","Missing","A glitch causes Kirito and the other players to remain in Sword Art Online despite defeating Heathcliff.",8.6,21,0,0,0.22,0,0.22,"PSP"
"3375","Sword Art Online: Lost Song","Role-Playing","Namco Bandai Games","2015","Missing","Missing",5.9,35,0.17,0.2,0.33,0.09,0.79,"PS4|PSV|PS3"
"3376","Sword of Mana","Role-Playing","Nintendo","2003","Takeo Oin","Save the Mana Tree and fight the Dark Lord choosing one of the 2 paths playing as one of of the 2 different boy and girl characters.",7.4,15,0.31,0.11,0.3,0.02,0.74,"GBA"
"3377","Syberia","Action","Microids","2002","Missing","N.Y. Lawyer Kate Walker embarks on a journey of self-discovery after she is sent to France to negotiate a deal that winds up sending her on the trail of a brain-damaged genius.",8.4,1014,0.08,0.04,0,0,0.13,"PC|XB"
"3378","Syberia","Action","Mindscape","2002","Missing","N.Y. Lawyer Kate Walker embarks on a journey of self-discovery after she is sent to France to negotiate a deal that winds up sending her on the trail of a brain-damaged genius.",8.4,1014,0.1,0.02,0,0.01,0.14,"DS"
"3379","Syberia II","Adventure","MC2 Entertainment","2004","Missing","Kate, Hans and Oscar are heading to Syberia. Along the way, they have to overcome many obstacles and deal with shady characters to uncover clues vital to the continuation of their quest.",8.3,771,0,0.01,0,0,0.02,"PC"
"3380","Syberia II","Adventure","Ubisoft","2004","Missing","Kate, Hans and Oscar are heading to Syberia. Along the way, they have to overcome many obstacles and deal with shady characters to uncover clues vital to the continuation of their quest.",8.3,771,0.02,0.01,0,0,0.03,"XB"
"3381","Sydney 2000","Sports","Eidos Interactive","2000","Missing","Missing",5.2,14,0.15,0.1,0,0.02,0.27,"PS"
